CustomerKey,FirstName,LastName,Fullname,BirthDate,Gender,DateFirstPurchase,CustomerCity
21394,Gabriella,Parker,Gabriella Parker,5/23/1960,Female,1/31/2020,Warrnambool
21395,Alexia,Hughes,Alexia Hughes,5/19/1981,Female,1/5/2022,Bellingham
21396,Megan,Martinez,Megan Martinez,6/17/1981,Female,10/2/2021,Burien
21397,Mason,Howard,Mason Howard,6/5/1986,Male,7/17/2021,Olympia
21398,Ethan,Diaz,Ethan Diaz,3/21/1986,Male,11/25/2021,Spring Valley
21399,Ian,Hughes,Ian Hughes,5/24/1981,Male,10/29/2021,Woodland Hills
21400,Adam,Campbell,Adam Campbell,11/21/1984,Male,9/14/2020,Haney
21401,Eric,Powell,Eric Powell,4/9/1984,Male,10/13/2021,Lebanon
21402,Kevin,King,Kevin King,12/25/1961,Male,2/20/2020,Wollongong
21403,Lisa,Roy,Lisa Roy,4/18/1963,Male,2/9/2020,Rockhampton
21404,Julio,Sanz,Julio Sanz,12/17/1962,Male,2/21/2020,Hervey Bay
21405,Bonnie,Shen,Bonnie Shen,3/22/1975,Female,6/27/2021,Gold Coast
21406,Troy,Chandra,Troy Chandra,10/9/1964,Male,3/18/2021,Cranbourne
21407,Wesley,Lin,Wesley Lin,1/30/1970,Male,1/28/2021,Cranbourne
21408,Autumn,Chen,Autumn Chen,12/3/1964,Female,2/9/2020,Bendigo
21409,Johnny,Deng,Johnny Deng,12/22/1964,Male,4/24/2021,Melton
21410,Eric,Zhang,Eric Zhang,8/3/1984,Male,11/14/2021,Edmonds
21411,Maria,Kelly,Maria Kelly,1/9/1979,Female,11/27/2021,Lemon Grove
21412,Jordan,Alexander,Jordan Alexander,3/25/1980,Male,2/5/2021,Royal Oak
21413,Dalton,Robinson,Dalton Robinson,7/8/1979,Male,6/24/2021,Issaquah
21414,Aaron,Butler,Aaron Butler,12/5/1979,Male,12/26/2021,Lebanon
21415,Sydney,Sanchez,Sydney Sanchez,1/19/1980,Female,10/11/2021,Redmond
21416,Ryan,Butler,Ryan Butler,4/14/1985,Male,10/21/2021,Beverly Hills
21417,Gabrielle,Torres,Gabrielle Torres,1/1/1980,Female,10/21/2021,Burbank
21418,Alicia,Chapman,Alicia Chapman,7/22/1964,Female,2/9/2020,Brisbane
21419,Gilbert,Ma,Gilbert Ma,12/9/1971,Male,5/22/2021,Coronado
21420,Isabella,Carter,Isabella Carter,9/13/1968,Female,10/30/2021,Los Angeles
21421,Ashley,Ross,Ashley Ross,2/20/1968,Female,7/22/2021,Sedro Woolley
21422,Karen,Wood,Karen Wood,7/12/1962,Female,11/2/2021,Oakland
21423,Connor,Adams,Connor Adams,1/16/1963,Male,9/20/2020,Westminster
21424,Emily,Alexander,Emily Alexander,2/28/1973,Female,10/9/2021,El Cajon
21425,Carlos,Hall,Carlos Hall,12/25/1961,Male,7/7/2021,National City
21426,Jon,Raje,Jon Raje,4/5/1962,Male,10/17/2021,Colma
21427,Kelly,Foster,Kelly Foster,1/31/1962,Female,11/28/2021,Port Orchard
21428,Jada,Brooks,Jada Brooks,6/13/1962,Female,11/22/2021,Burien
21429,Isabella,Sandberg,Isabella Sandberg,6/4/1978,Female,12/18/2021,Portland
21430,Savannah,Morgan,Savannah Morgan,4/4/1938,Female,9/14/2021,Burbank
21431,Preston,Kapoor,Preston Kapoor,4/15/1976,Male,12/26/2021,Cliffside
21432,Melanie,Ward,Melanie Ward,5/27/1971,Female,3/6/2021,Everett
21433,Gerald,Martinez,Gerald Martinez,8/1/1976,Male,8/19/2021,Concord
21434,Isabella,Smith,Isabella Smith,3/31/1971,Female,12/26/2021,San Gabriel
21435,Connor,Alexander,Connor Alexander,4/9/1976,Male,12/18/2021,Santa Monica
21436,Brandi,Serrano,Brandi Serrano,10/23/1973,Female,12/26/2021,Bremerton
21437,Whitney,Sara,Whitney Sara,3/5/1968,Female,12/23/2021,Chula Vista
21438,Edward,Price,Edward Price,10/14/1967,Male,1/10/2021,Santa Cruz
21439,Thomas,Clark,Thomas Clark,1/14/1973,Male,1/6/2021,Redmond
21440,Ian,Morgan,Ian Morgan,8/14/1967,Male,12/29/2020,Lincoln Acres
21441,Edward,Nelson,Edward Nelson,8/10/1953,Male,1/13/2022,Port Hammond
21442,Savannah,Cook,Savannah Cook,5/18/1953,Female,2/11/2021,La Jolla
21443,Zoe,Morgan,Zoe Morgan,11/7/1947,Female,2/26/2021,Olympia
21444,Blake,Lopez,Blake Lopez,6/21/1948,Male,5/25/2021,Palo Alto
21445,Madeline,Evans,Madeline Evans,9/13/1948,Female,2/28/2021,Bellingham
21446,Jeremy,Barnes,Jeremy Barnes,4/14/1949,Male,5/9/2021,Vancouver
21447,Anthony,Harris,Anthony Harris,8/25/1948,Male,7/10/2021,Port Hammond
21448,Jenna,Nelson,Jenna Nelson,10/1/1948,Female,1/20/2021,Concord
21449,Devon,Raheem,Devon Raheem,7/21/1948,Male,5/19/2021,Concord
21450,Nathan,Bryant,Nathan Bryant,8/6/1949,Male,10/29/2021,Vancouver
21451,Jocelyn,Ross,Jocelyn Ross,4/27/1950,Female,6/24/2021,Concord
21452,Seth,Bailey,Seth Bailey,11/18/1949,Male,6/29/2021,Corvallis
21453,Wayne,Deng,Wayne Deng,2/17/1955,Male,3/8/2021,Cliffside
21454,Alvin,Goldstein,Alvin Goldstein,8/6/1949,Male,10/29/2021,Concord
21455,Samuel,Shan,Samuel Shan,6/17/1951,Male,5/12/2021,Bellingham
21456,Dalton,Gonzales,Dalton Gonzales,8/26/1950,Male,5/7/2021,Lebanon
21457,Jamie,Serrano,Jamie Serrano,3/24/1951,Male,9/27/2021,Beverly Hills
21458,Carson,Price,Carson Price,5/8/1956,Male,6/15/2021,Lemon Grove
21459,Luis,Alexander,Luis Alexander,3/24/1951,Male,2/15/2021,Torrance
21460,Jack,Carter,Jack Carter,2/4/1951,Male,7/22/2021,Spring Valley
21461,Elizabeth,Simmons,Elizabeth Simmons,11/30/1950,Female,10/30/2021,Port Hammond
21462,Katelyn,Nelson,Katelyn Nelson,3/2/1951,Female,12/18/2021,Newport Beach
21463,Logan,Roberts,Logan Roberts,4/24/1951,Male,8/7/2021,Spring Valley
21464,Miguel,Griffin,Miguel Griffin,10/7/1950,Male,11/21/2021,Langford
21465,Austin,Shan,Austin Shan,10/29/1951,Male,1/10/2021,San Francisco
21466,Austin,Jones,Austin Jones,9/5/1951,Male,1/23/2021,Lake Oswego
21467,David,Harris,David Harris,1/31/1952,Male,9/18/2021,Port Orchard
21468,Ethan,Yang,Ethan Yang,2/24/1952,Male,9/13/2021,Lincoln Acres
21469,Caitlin,Bell,Caitlin Bell,3/26/1953,Female,1/10/2021,El Cajon
21470,Stephanie,Jenkins,Stephanie Jenkins,9/12/1952,Female,1/18/2021,Chula Vista
21471,Marcus,Carter,Marcus Carter,10/28/1952,Male,4/4/2021,Langford
21472,Patrick,Ward,Patrick Ward,5/18/1953,Male,3/5/2021,Glendale
21473,Stacy,Rubio,Stacy Rubio,4/10/1954,Female,9/16/2021,Burien
21474,Lucas,Gray,Lucas Gray,4/21/1954,Male,2/24/2021,Kirkland
21475,Cassidy,Alexander,Cassidy Alexander,8/17/1959,Female,10/28/2021,Daly City
21476,Hunter,Jenkins,Hunter Jenkins,4/8/1954,Male,10/23/2021,Downey
21477,Katelyn,Watson,Katelyn Watson,12/8/1953,Female,6/21/2021,Mill Valley
21478,Abigail,Reed,Abigail Reed,1/11/1954,Female,10/13/2021,National City
21479,Noah,Foster,Noah Foster,8/2/1953,Male,10/22/2021,San Diego
21480,Alfredo,Martin,Alfredo Martin,9/6/1954,Male,12/26/2021,Cliffside
21481,Jose,Diaz,Jose Diaz,11/6/1954,Male,9/7/2021,Edmonds
21482,Haley,Flores,Haley Flores,4/7/1955,Female,9/29/2021,Lake Oswego
21483,Michelle,Bailey,Michelle Bailey,12/14/1954,Female,10/16/2021,Seattle
21484,Abigail,Coleman,Abigail Coleman,4/19/1971,Female,10/9/2021,Sedro Woolley
21485,Brandon,Clark,Brandon Clark,2/8/1971,Male,10/20/2021,Spokane
21486,Suzanne,Gao,Suzanne Gao,3/3/1955,Female,9/29/2021,Burbank
21487,Jacqueline,Ramirez,Jacqueline Ramirez,9/8/1954,Female,1/16/2021,Novato
21488,Madison,Henderson,Madison Henderson,4/1/1955,Female,1/12/2021,San Diego
21489,Neil,Gutierrez,Neil Gutierrez,2/17/1956,Male,9/8/2021,Cliffside
21490,Cole,Ward,Cole Ward,5/5/1956,Male,11/23/2021,Haney
21491,Joseph,Lewis,Joseph Lewis,4/8/1961,Male,10/13/2021,Kirkland
21492,Robert,Jai,Robert Jai,4/21/1956,Male,5/31/2021,Daly City
21493,Carson,Coleman,Carson Coleman,6/18/1956,Male,12/13/2021,San Diego
21494,Kayla,Gonzales,Kayla Gonzales,9/5/1962,Female,8/11/2021,N. Vancouver
21495,James,Hughes,James Hughes,1/29/1957,Male,12/28/2021,Olympia
21496,Nichole,Rai,Nichole Rai,11/7/1962,Female,2/23/2021,Beverly Hills
21497,Patrick,Cox,Patrick Cox,1/11/1962,Male,12/8/2021,Chula Vista
21498,Cameron,Wilson,Cameron Wilson,5/2/1962,Male,11/14/2021,Coronado
21499,Bailey,Ramirez,Bailey Ramirez,4/22/1957,Female,11/3/2021,San Carlos
21500,Devin,Long,Devin Long,8/16/1957,Male,2/18/2021,Tacoma
21501,Deb,Foster,Deb Foster,8/2/1957,Male,8/29/2020,Oak Bay
21502,Morgan,Clark,Morgan Clark,11/22/1963,Female,10/14/2021,Grossmont
21503,Melanie,Long,Melanie Long,12/24/1957,Female,11/20/2021,Lynnwood
21504,Chloe,Torres,Chloe Torres,10/18/1957,Female,10/16/2021,Bremerton
21505,Ronald,Gonzalez,Ronald Gonzalez,4/16/1968,Male,11/30/2021,Paris
21506,Randall,Gutierrez,Randall Gutierrez,10/19/1968,Male,12/18/2021,Poing
21507,Hunter,Smith,Hunter Smith,7/15/1962,Male,2/4/2021,Billericay
21508,Suzanne,Li,Suzanne Li,9/22/1961,Female,11/29/2020,Berks
21509,Michele,Lopez,Michele Lopez,5/20/1961,Female,11/30/2020,London
21510,Carol,Perry,Carol Perry,6/18/1960,Female,4/2/2021,Bottrop
21511,Richard,Sanders,Richard Sanders,2/2/1965,Male,7/16/2021,Peterborough
21512,Emma,Russell,Emma Russell,5/22/1960,Female,9/24/2021,Billericay
21513,Stacey,Xu,Stacey Xu,10/24/1949,Female,8/20/2021,Paris
21514,Krystal,Zhu,Krystal Zhu,9/8/1949,Female,5/31/2021,München
21515,Barbara,Yuan,Barbara Yuan,8/13/1949,Female,6/6/2021,Bracknell
21516,Larry,Serrano,Larry Serrano,10/10/1949,Male,12/18/2020,London
21517,Gerald,Subram,Gerald Subram,4/16/1950,Male,12/12/2020,London
21518,Ruben,Madan,Ruben Madan,5/18/1951,Male,7/20/2021,Paris
21519,Franklin,Becker,Franklin Becker,10/6/1950,Male,6/11/2021,Werne
21520,Seth,Baker,Seth Baker,1/14/1951,Male,10/31/2021,Gateshead
21521,Joanna,Romero,Joanna Romero,8/8/1951,Female,8/16/2021,Lille
21522,Morgan,Bryant,Morgan Bryant,1/8/1952,Female,7/2/2021,Paris
21523,Timothy,Green,Timothy Green,2/18/1963,Male,1/28/2022,Saarlouis
21524,Faith,Wood,Faith Wood,8/11/1958,Female,1/28/2022,Peterborough
21525,Victoria,Howard,Victoria Howard,2/10/1959,Female,2/16/2021,Kirkby
21526,Jonathon,Munoz,Jonathon Munoz,10/31/1975,Male,8/22/2021,Offenbach
21527,Sergio,Patel,Sergio Patel,3/20/1960,Male,12/26/2021,Les Ulis
21528,Jay,Moreno,Jay Moreno,11/3/1959,Male,11/27/2021,Paderborn
21529,Kristi,Martinez,Kristi Martinez,9/1/1958,Female,11/24/2021,Orleans
21530,Toni,Raman,Toni Raman,1/31/1964,Female,8/8/2021,Saint Ouen
21531,Kari,Vance,Kari Vance,8/10/1958,Female,1/22/2022,Saint-Denis
21532,Sierra,Turner,Sierra Turner,9/22/1958,Female,12/23/2021,Saarlouis
21533,Gilbert,Tang,Gilbert Tang,12/18/1969,Male,7/4/2021,Milton Keynes
21534,Warren,Rai,Warren Rai,4/23/1963,Male,11/28/2020,London
21535,Alfredo,Sandberg,Alfredo Sandberg,7/23/1962,Male,11/13/2021,Roissy en Brie
21536,Billy,Rubio,Billy Rubio,8/18/1956,Male,9/18/2021,Dresden
21537,Gloria,Navarro,Gloria Navarro,12/5/1956,Female,12/9/2021,Hamburg
21538,Tara,Luo,Tara Luo,10/8/1955,Female,12/20/2021,Bobigny
21539,Phillip,Raman,Phillip Raman,9/19/1966,Male,9/27/2021,Versailles
21540,Ross,Rubio,Ross Rubio,8/17/1955,Male,12/4/2020,London
21541,Daisy,Gutierrez,Daisy Gutierrez,9/19/1966,Female,9/6/2021,Peterborough
21542,Patricia,Vance,Patricia Vance,11/21/1954,Female,12/8/2021,Bobigny
21543,Naomi,Romero,Naomi Romero,1/30/1960,Female,7/28/2021,Les Ulis
21544,Gary,Moreno,Gary Moreno,4/19/1971,Male,11/7/2021,High Wycombe
21545,Michele,Schmidt,Michele Schmidt,4/12/1955,Female,12/17/2020,York
21546,Cory,Garcia,Cory Garcia,11/22/1953,Male,9/30/2021,Bottrop
21547,Brad,Raje,Brad Raje,5/6/1970,Male,8/30/2021,Gateshead
21548,Christy,Chander,Christy Chander,8/30/1959,Female,9/19/2021,London
21549,Jerome,Ruiz,Jerome Ruiz,9/16/1963,Male,3/4/2021,Berlin
21550,Kara,Deng,Kara Deng,8/22/1958,Female,8/9/2021,Berlin
21551,Elijah,Butler,Elijah Butler,2/16/1981,Male,8/2/2021,Sunbury
21552,Francis,Alvarez,Francis Alvarez,5/18/1981,Male,2/10/2020,Brisbane
21553,Allen,Suri,Allen Suri,4/15/1981,Male,2/28/2020,Townsville
21554,Molly,Rana,Molly Rana,1/21/1979,Female,8/25/2021,Goulburn
21555,Jarrod,Madan,Jarrod Madan,9/6/1979,Male,2/20/2020,Melbourne
21556,Gloria,Serrano,Gloria Serrano,11/24/1979,Female,2/4/2020,Silverwater
21557,Kate,Lal,Kate Lal,10/14/1979,Female,2/27/2020,Lavender Bay
21558,Nicole,Coleman,Nicole Coleman,12/20/1984,Female,2/22/2020,Goulburn
21559,Pedro,Malhotra,Pedro Malhotra,10/5/1978,Male,2/17/2020,Rockhampton
21560,Kristopher,Lopez,Kristopher Lopez,3/12/1979,Male,2/19/2020,Melbourne
21561,Albert,Navarro,Albert Navarro,11/17/1977,Male,1/30/2020,Matraville
21562,Drew,Jai,Drew Jai,10/16/1983,Male,3/21/2020,Darlinghurst
21563,Carla,Mehta,Carla Mehta,6/23/1977,Female,3/1/2021,Hawthorne
21564,Erica,Liu,Erica Liu,1/28/1977,Female,5/10/2021,Townsville
21565,Sheena,Shan,Sheena Shan,11/8/1983,Female,2/17/2021,Caloundra
21566,Jermaine,Garcia,Jermaine Garcia,7/14/1977,Male,2/24/2021,East Brisbane
21567,Candace,Sanchez,Candace Sanchez,7/9/1982,Female,3/10/2020,Sydney
21568,Jacquelyn,Hernandez,Jacquelyn Hernandez,5/20/1977,Female,3/3/2020,Gold Coast
21569,Brendan,Rai,Brendan Rai,9/10/1981,Male,3/24/2020,Lane Cove
21570,Barry,Kovár,Barry Kovár,12/30/1975,Male,3/16/2020,North Ryde
21571,Darryl,Yang,Darryl Yang,10/23/1975,Male,3/12/2020,Matraville
21572,Randall,Ramos,Randall Ramos,4/23/1982,Male,3/7/2020,Malabar
21573,Jimmy,Munoz,Jimmy Munoz,1/31/1975,Male,8/9/2021,Rhodes
21574,Fernando,Lewis,Fernando Lewis,1/15/1970,Male,2/12/2021,Sedro Woolley
21575,Justin,Foster,Justin Foster,2/12/1962,Male,12/30/2020,Fremont
21576,Benjamin,Gonzales,Benjamin Gonzales,4/11/1962,Male,1/25/2021,Oregon City
21577,Tiffany,Ma,Tiffany Ma,9/8/1939,Female,12/3/2021,Cliffside
21578,Jordan,Green,Jordan Green,10/15/1950,Male,8/26/2021,Tacoma
21579,Wyatt,Jackson,Wyatt Jackson,5/3/1940,Male,6/3/2021,Woodburn
21580,Mariah,Ward,Mariah Ward,6/26/1969,Female,6/11/2021,Langley
21581,Rachel,Russell,Rachel Russell,1/10/1969,Female,2/6/2021,Westminster
21582,Amber,Roberts,Amber Roberts,3/10/1983,Female,10/7/2020,Cliffside
21583,Jaclyn,Lal,Jaclyn Lal,10/3/1977,Female,10/16/2021,Casper
21584,Gavin,Bryant,Gavin Bryant,8/2/1977,Male,10/7/2021,Everett
21585,Trinity,Gray,Trinity Gray,12/16/1977,Female,10/26/2021,Lebanon
21586,Stephanie,Foster,Stephanie Foster,1/3/1978,Female,10/23/2021,W. Linn
21587,Jenna,Roberts,Jenna Roberts,5/25/1983,Female,10/28/2021,Bellflower
21588,Theodore,Martin,Theodore Martin,8/2/1977,Male,11/10/2021,Burbank
21589,Vanessa,Coleman,Vanessa Coleman,9/12/1975,Female,9/29/2020,Port Hammond
21590,Taylor,Gonzales,Taylor Gonzales,5/6/1976,Female,11/10/2021,Bellingham
21591,Clayton,Goel,Clayton Goel,3/25/1976,Male,12/22/2021,Colma
21592,Christina,Reed,Christina Reed,9/18/1975,Female,10/27/2021,Kirkland
21593,Marcus,Roberts,Marcus Roberts,5/1/1975,Male,11/6/2021,Burbank
21594,Brianna,Moore,Brianna Moore,8/16/1985,Female,11/6/2021,Fremont
21595,Juan,Ward,Juan Ward,10/19/1982,Male,10/1/2020,N. Vancouver
21596,Luke,Wright,Luke Wright,1/30/1977,Male,11/21/2021,Woodburn
21597,Jose,Jones,Jose Jones,1/30/1982,Male,1/19/2021,Coronado
21598,Chloe,Perez,Chloe Perez,10/10/1980,Female,11/14/2021,Yakima
21599,Sara,Lopez,Sara Lopez,12/8/1980,Female,11/5/2021,Salem
21600,Alexa,Bell,Alexa Bell,11/24/1973,Female,12/31/2020,Santa Cruz
21601,Jacqueline,Bell,Jacqueline Bell,2/16/1979,Female,2/20/2021,San Francisco
21602,Manuel,Malhotra,Manuel Malhotra,6/24/1974,Male,2/5/2021,Burien
21603,Seth,Barnes,Seth Barnes,12/18/1973,Male,2/3/2021,Bellingham
21604,Melanie,Howard,Melanie Howard,11/14/1972,Female,11/14/2021,Downey
21605,Brittney,Ye,Brittney Ye,8/25/1975,Female,11/4/2021,Burien
21606,Connor,Roberts,Connor Roberts,4/7/1981,Male,11/6/2021,Edmonds
21607,Bryce,Torres,Bryce Torres,10/10/1975,Male,11/12/2021,Edmonds
21608,David,Griffin,David Griffin,12/2/1981,Male,2/22/2021,Redmond
21609,Tabitha,Blanco,Tabitha Blanco,1/5/1976,Female,2/4/2021,Chula Vista
21610,Caleb,Edwards,Caleb Edwards,2/16/1981,Male,2/27/2021,Fremont
21611,Ethan,Wilson,Ethan Wilson,9/15/1975,Male,2/24/2021,Woodland Hills
21612,Spencer,Foster,Spencer Foster,12/21/1972,Male,7/15/2021,Salem
21613,Caleb,Powell,Caleb Powell,10/15/1972,Male,10/17/2020,Newton
21614,William,Thomas,William Thomas,2/13/1973,Male,11/18/2020,Cliffside
21615,Grace,Torres,Grace Torres,11/15/1972,Female,11/4/2021,Concord
21616,Carson,Wood,Carson Wood,5/5/1972,Male,4/17/2021,Burien
21617,Jennifer,Miller,Jennifer Miller,8/23/1982,Female,1/20/2022,Corvallis
21618,Elijah,Carter,Elijah Carter,8/16/1977,Male,11/7/2020,N. Vancouver
21619,Angela,Patterson,Angela Patterson,10/17/1971,Female,2/17/2021,Woodland Hills
21620,Mariah,Brooks,Mariah Brooks,1/30/1986,Female,10/28/2020,Haney
21621,Jordan,Parker,Jordan Parker,1/31/1980,Male,11/20/2020,N. Vancouver
21622,Ethan,Winston,Ethan Winston,11/15/1974,Male,11/3/2020,Oak Bay
21623,Connor,Diaz,Connor Diaz,11/20/1974,Male,12/17/2021,Port Orchard
21624,Faith,Price,Faith Price,7/17/1974,Female,5/10/2021,Tacoma
21625,Jennifer,Hall,Jennifer Hall,2/24/1975,Female,8/11/2021,Woodburn
21626,Brianna,Garcia,Brianna Garcia,10/21/1980,Female,9/11/2021,Yakima
21627,Bailey,Roberts,Bailey Roberts,3/12/1980,Female,6/25/2021,Burlingame
21628,Kelli,Xu,Kelli Xu,2/18/1971,Female,9/5/2021,Burien
21629,Thomas,Thomas,Thomas Thomas,8/12/1976,Male,11/23/2020,Langley
21630,Faith,Jenkins,Faith Jenkins,3/5/1976,Female,2/13/2021,Marysville
21631,Martin,Sanchez,Martin Sanchez,4/15/1976,Male,7/14/2021,Cliffside
21632,Jaclyn,Liang,Jaclyn Liang,3/6/1971,Female,4/9/2021,Coronado
21633,Cameron,Zhang,Cameron Zhang,1/14/1971,Male,3/23/2021,Puyallup
21634,Arianna,Cook,Arianna Cook,5/21/1976,Female,9/19/2021,Edmonds
21635,Christian,Lewis,Christian Lewis,3/16/1976,Male,6/21/2021,Palo Alto
21636,Katherine,Rivera,Katherine Rivera,4/18/1971,Female,7/25/2021,Woodland Hills
21637,Richard,Lewis,Richard Lewis,10/14/1980,Male,11/13/2021,San Diego
21638,Olivia,Harris,Olivia Harris,5/2/1970,Female,11/7/2021,Corvallis
21639,Anthony,Wilson,Anthony Wilson,3/23/1975,Male,8/11/2021,Burien
21640,Charles,Cooper,Charles Cooper,10/5/1969,Male,7/20/2021,Daly City
21641,Kaylee,Perez,Kaylee Perez,2/16/1981,Female,11/27/2021,Daly City
21642,Alexandra,Rodriguez,Alexandra Rodriguez,12/1/1969,Female,11/5/2020,Oak Bay
21643,Wyatt,Diaz,Wyatt Diaz,2/12/1970,Male,11/25/2021,Concord
21644,Sydney,Howard,Sydney Howard,11/19/1969,Female,11/22/2021,West Covina
21645,Spencer,Alexander,Spencer Alexander,2/4/1970,Male,11/12/2021,Walla Walla
21646,Luis,Bryant,Luis Bryant,12/2/1968,Male,2/18/2021,Lemon Grove
21647,Blake,Brown,Blake Brown,8/3/1968,Male,2/10/2021,Bremerton
21648,Ronnie,Sun,Ronnie Sun,4/11/1969,Male,2/13/2021,Burbank
21649,Keith,Nara,Keith Nara,3/7/1969,Male,2/18/2021,Concord
21650,Cedric,Zeng,Cedric Zeng,5/22/1969,Male,2/15/2021,Coronado
21651,Sean,Cooper,Sean Cooper,5/12/1969,Male,3/10/2021,Puyallup
21652,Julia,Bell,Julia Bell,9/29/1974,Female,10/29/2020,Vancouver
21653,Jose,Anderson,Jose Anderson,7/3/1968,Male,3/29/2021,San Gabriel
21654,Aidan,Barnes,Aidan Barnes,5/26/1969,Male,3/16/2021,Imperial Beach
21655,Zachary,Bryant,Zachary Bryant,6/17/1974,Male,12/27/2020,Newton
21656,Hannah,Hayes,Hannah Hayes,12/21/1968,Female,8/16/2021,Victoria
21657,Sara,Green,Sara Green,9/3/1968,Female,4/22/2021,Bellingham
21658,Jocelyn,Powell,Jocelyn Powell,3/17/1969,Female,12/3/2020,Vancouver
21659,Gabrielle,Jenkins,Gabrielle Jenkins,12/22/1968,Female,1/16/2019,Haney
21660,Allison,Watson,Allison Watson,1/24/1969,Female,11/21/2021,Mill Valley
21661,Terry,Champion,Terry Champion,2/15/1984,Male,6/27/2021,Berlin
21662,Orlando,Muñoz,Orlando Muñoz,11/29/1977,Male,4/22/2021,Roissy en Brie
21663,Kenneth,Goel,Kenneth Goel,2/13/1978,Male,8/19/2021,Stuttgart
21664,Edwin,Yuan,Edwin Yuan,8/26/1977,Male,11/3/2021,Roubaix
21665,Karl,Jai,Karl Jai,1/5/1979,Male,4/21/2021,Colomiers
21666,Leslie,Jimenez,Leslie Jimenez,1/1/1979,Female,9/24/2021,Berlin
21667,Crystal,Zhang,Crystal Zhang,9/25/1978,Female,10/2/2021,München
21668,Christina,Rogers,Christina Rogers,3/11/1979,Female,12/23/2020,Bury
21669,Jessica,Rodriguez,Jessica Rodriguez,10/1/1978,Female,11/28/2020,Cheltenham
21670,Benjamin,Lal,Benjamin Lal,4/3/1983,Male,9/11/2021,Lille
21671,Nicolas,Jai,Nicolas Jai,4/23/1978,Male,4/20/2021,Roubaix
21672,Craig,Gomez,Craig Gomez,11/3/1977,Male,12/26/2021,Frankfurt am Main
21673,Jésus,Gill,Jésus Gill,1/14/1978,Male,4/28/2021,Paris
21674,Jada,Morris,Jada Morris,9/17/1976,Female,10/28/2021,Bottrop
21675,Adriana,Rana,Adriana Rana,8/9/1976,Female,1/15/2022,Paris
21676,Valerie,Guo,Valerie Guo,1/4/1977,Female,12/28/2021,Suresnes
21677,Cedric,Chander,Cedric Chander,5/24/1977,Male,10/29/2021,Bobigny
21678,Alvin,Tang,Alvin Tang,1/8/1977,Male,3/9/2021,Milton Keynes
21679,Drew,Yuan,Drew Yuan,4/6/1977,Male,7/13/2021,Berkshire
21680,Ricky,Torres,Ricky Torres,5/23/1982,Male,3/6/2021,Salzgitter
21681,Casey,Ortega,Casey Ortega,12/28/1976,Male,10/17/2021,Hannover
21682,Katrina,Goel,Katrina Goel,3/5/1977,Female,10/5/2021,Bury
21683,Henry,Suri,Henry Suri,2/11/1982,Male,7/1/2021,York
21684,Mariah,Bennett,Mariah Bennett,4/14/1923,Female,8/11/2021,Roubaix
21685,Bailey,Green,Bailey Green,1/14/1980,Female,11/26/2021,Port Orchard
21686,Albert,Ortega,Albert Ortega,3/16/1980,Male,7/19/2021,Burlingame
21687,Sarah,Brown,Sarah Brown,7/11/1979,Female,10/19/2021,El Cajon
21688,Jesse,Morris,Jesse Morris,6/15/1936,Male,3/12/2021,San Gabriel
21689,Olivia,Simmons,Olivia Simmons,8/3/1936,Female,11/13/2021,Bellingham
21690,Samantha,Thomas,Samantha Thomas,1/24/1972,Female,4/18/2021,Cliffside
21691,Brandon,Martin,Brandon Martin,3/1/1972,Male,4/30/2021,Oak Bay
21692,Savannah,Ward,Savannah Ward,5/5/1972,Female,7/12/2021,Yakima
21693,Alyssa,Ashe,Alyssa Ashe,1/25/1972,Female,5/31/2021,Berkeley
21694,Bobby,Sai,Bobby Sai,12/19/1971,Male,9/14/2021,Berkeley
21695,Ethan,Rodriguez,Ethan Rodriguez,4/4/1972,Male,11/27/2021,Berkeley
21696,Gabrielle,Watson,Gabrielle Watson,5/10/1964,Female,12/29/2021,Edmonds
21697,Dalton,Powell,Dalton Powell,4/18/1959,Male,10/21/2021,Woodland Hills
21698,Tracy,She,Tracy She,1/15/1959,Female,3/17/2021,Concord
21699,Logan,Sharma,Logan Sharma,9/29/1959,Male,10/30/2021,Mill Valley
21700,Juan,Ramirez,Juan Ramirez,9/30/1965,Male,10/30/2021,Palo Alto
21701,Abigail,Sanders,Abigail Sanders,1/4/1961,Female,6/8/2021,Lake Oswego
21702,Paige,Gonzales,Paige Gonzales,8/5/1960,Female,3/12/2021,Shawnee
21703,Paige,Blue,Paige Blue,3/10/1961,Female,9/1/2021,Victoria
21704,Charles,Martinez,Charles Martinez,10/23/1960,Male,11/12/2021,Seattle
21705,Warren,Sharma,Warren Sharma,4/9/1962,Male,12/5/2021,Chula Vista
21706,Haley,Murphy,Haley Murphy,6/3/1974,Female,8/23/2021,Burien
21707,Cassidy,Simmons,Cassidy Simmons,8/14/1973,Female,10/22/2021,Issaquah
21708,Andrea,Brooks,Andrea Brooks,1/31/1969,Female,8/4/2021,Everett
21709,Katherine,Torres,Katherine Torres,10/5/1969,Female,11/3/2021,Oregon City
21710,Brittany,Gonzales,Brittany Gonzales,5/1/1975,Female,1/21/2019,Royal Oak
21711,Hailey,Gray,Hailey Gray,5/10/1964,Female,11/5/2021,West Covina
21712,Megan,Ross,Megan Ross,12/12/1963,Female,5/6/2021,El Cajon
21713,Jose,Parker,Jose Parker,6/9/1964,Male,5/27/2021,Downey
21714,Carmen,Patel,Carmen Patel,3/8/1964,Female,1/2/2022,Burien
